,qID,sentence,option1,option2,answer,slot_question,slot_answer,pred_answer
1014,32204AGAABAE39KIV47A9RUAGQ3GH8-1,"The teenager chose a jeweled pin for her belly piercing, but the _ was too tiny.",piercing,pin,1,"The teenager chose a jeweled () for her belly piercing, but the _ was too tiny.
option1: piercing
option2: ()",pin,diamond
1015,32204AGAABAE39KIV47A9RUAGQ3GH8-2,"The teenager chose a jeweled pin for her belly piercing, but the _ was too huge.",piercing,pin,2,"The teenager chose a jeweled pin for her belly (), but the _ was too huge.
option1: ()
option2: pin",piercing,ring
1016,3B623HUYJ643USRN7YJLDQ8NQCF8SB-1,"After visiting their tenth college, Kevin asked Donald to just make up his mind, because _ just didn't have time for more.",Kevin,Donald,1,"After visiting their tenth college, Kevin asked () to just make up his mind, because _ just didn't have time for more.
option1: Kevin
option2: ()",Donald,"Kevin
him"
1017,3B623HUYJ643USRN7YJLDQ8NQCF8SB-2,"After visiting their tenth college, Kevin demanded that Donald to just make up _ 's mind, because he just didn't have time for more.",Kevin,Donald,2,"After visiting their tenth college, () demanded that Donald to just make up _ 's mind, because he just didn't have time for more.
option1: ()
option2: Donald",Kevin,"(option1: Samantha
Option2: his)"
1018,3MYASTQBG9P3Y781W25W4I7NKIHDQU-2,"At the store, John signed a warranty contract for the tablet, but did not purchase insurance for the phone, because the _ was unlikely to be damaged.",tablet,phone,2,"At the store, John signed a warranty contract for the (), but did not purchase insurance for the phone, because the _ was unlikely to be damaged.
option1: ()
option2: phone",tablet,warranty ; phone
1019,3MYASTQBG9P3Y781W25W4I7NKIHDQU-1,"At the store, John signed a warranty contract for the tablet, but did not purchase insurance for the phone, because the _ was likely to be damaged.",tablet,phone,1,"At the store, John signed a warranty contract for the tablet, but did not purchase insurance for the (), because the _ was likely to be damaged.
option1: tablet
option2: ()",phone,screen
1020,338GLSUI439XFI23VEDRVK10OI9SFN-1,Bob had a love and hate relationship with gambling and the _ grew as he won more money.,love,hate,1,"Bob had a love and () relationship with gambling and the _ grew as he won more money.
option1: love
option2: ()",hate,Bob had a love and (obsession) relationship with gambling and the (obsession) grew as he won more money.
1021,3NI0WFPPI9E1VGPGLJR3R8I4VH206V-2,Christine was tired of Maria being a pain in the neck after _ laid down the prank trap.,Christine,Maria,2,"() was tired of Maria being a pain in the neck after _ laid down the prank trap.
option1: ()
option2: Maria",Christine,Someone
1022,32XN26MTXZHJE1SN8NX5GR01L5AL0T-1,"When Derrick told Christopher about quitting school to provide for their family, _ started panicking.",Derrick,Christopher,1,"When Derrick told () about quitting school to provide for their family, _ started panicking.
option1: Derrick
option2: ()",Christopher,Derrick
1023,30EMX9PEVMXNPTTOGNGO3VHDKLEKSQ-2,"The food Katrina made was very bland, so Victoria added some salt; _ felt bad and vowed not to season again.",Katrina,Victoria,2,"The food () made was very bland, so Victoria added some salt; _ felt bad and vowed not to season again.
option1: ()
option2: Victoria",Katrina,"The food (Victoria) made was very bland, so Victoria added some salt; Victoria felt bad and vowed not to season again."
1024,329E6HTMSYGJ5C89Q8FNVN92T3E3KF-2,"She was the prettiest in the room, wearing a pretty dress and jewelry. The _ was sparkling.",dress,jewelry,2,"She was the prettiest in the room, wearing a pretty () and jewelry. The _ was sparkling.
option1: ()
option2: jewelry",dress,dress
1025,36MUZ9VAE8GE14IWNBAWA1I91HFDE8-2,"Jason hired his coworker to paint the house instead of hiring a painting company, because the _ will do it for more money.",coworker,painting company,2,"Jason hired his () to paint the house instead of hiring a painting company, because the _ will do it for more money.
option1: ()
option2: painting company",coworker,friend
1026,3QGHA0EA0LEF3763UFDW1H183ODWBD-1,The crops in the facility grew better than in the greenhouse since the _ was bright inside.,facility,greenhouse,1,"The crops in the facility grew better than in the () since the _ was bright inside.
option1: facility
option2: ()",greenhouse,sunlight
1027,301KG0KX9CJOOFCBWPML7N091PC2HK-2,Beautiful roses were bought by Jason for Dennis because _ is a receiver in general.,Jason,Dennis,2,"Beautiful roses were bought by () for Dennis because _ is a receiver in general.
option1: ()
option2: Dennis",Jason,Someone
1028,3MDWE879UJG4RBTV1434NXTY6ZZB90-2,"The battery of the the phone died faster than the laptop battery, because the _ was always off.",phone,laptop,2,"The battery of the the () died faster than the laptop battery, because the _ was always off.
option1: ()
option2: laptop",phone,phone
1029,3MDWE879UJG4RBTV1434NXTY6ZZB90-1,"The battery of the the phone died faster than the laptop battery, because the _ was always on.",phone,laptop,1,"The battery of the the phone died faster than the () battery, because the _ was always on.
option1: phone
option2: ()",laptop,portable charger
1030,34F34TZU7WXKFL71KPP6J0GOEG1J2P-1,"Felicia ran out of shirts and borrowed one from Patricia, but _ didn't ask permission ahead of time.",Felicia,Patricia,1,"Felicia ran out of shirts and borrowed one from (), but _ didn't ask permission ahead of time.
option1: Felicia
option2: ()",Patricia,David
1031,30EMX9PEVMXNPTTOGNGO3VHEMGJSKX-1,I wanted to use pomade on my hair instead of hairspray but it was old so the _ was unusable.,pomade,hairspray,1,"I wanted to use pomade on my hair instead of () but it was old so the _ was unusable.
option1: pomade
option2: ()",hairspray,gel
1032,3MD8CKRQZ11GDUNTJDG7C6C4JIFJRY-1,Megan picked up some olive oil for Felicia because _ hated to cook but loved to eat.,Megan,Felicia,1,"Megan picked up some olive oil for () because _ hated to cook but loved to eat.
option1: Megan
option2: ()",Felicia,Unknown
1033,3MD8CKRQZ11GDUNTJDG7C6C4JIFJRY-2,Megan picked up some olive oil for Felicia because _ loved to cook but hated to eat.,Megan,Felicia,2,"() picked up some olive oil for Felicia because _ loved to cook but hated to eat.
option1: ()
option2: Felicia",Megan,Ian
1034,335VBRURDJYN4P68RXTUW7BAKY4E9P-1,"Ian always got ready quickly in the morning and ended up waiting for Christopher, _ was always punctual.",Ian,Christopher,1,"Ian always got ready quickly in the morning and ended up waiting for (), _ was always punctual.
option1: Ian
option2: ()",Christopher,Ian
1035,3126F2F5F818WCMF8MPRIXBPKLDEP8-2,Kayla always wears sunscreen outdoors but Natalie doesn't because _ isn't concerned about getting neck wrinkles.,Kayla,Natalie,2,"() always wears sunscreen outdoors but Natalie doesn't because _ isn't concerned about getting neck wrinkles.
option1: ()
option2: Natalie",Kayla,Ian
1036,311HQEI8RSEH119B8N9N3LLM8T97ZL-2,"Felicia wanted to be pampered by Emily, so _ went to the jewelry store and bought an expensive ring.",Felicia,Emily,2,"() wanted to be pampered by Emily, so _ went to the jewelry store and bought an expensive ring.
option1: ()
option2: Emily",Felicia,Ian
1037,3MA5N0ATTEPGWAAX0SQP0KKYQ9NWKG-2,The man couldn't stop thinking about the violin and the crossbow he lost when he was younger. He used to love to shoot _ .,violin,crossbow,2,"The man couldn't stop thinking about the () and the crossbow he lost when he was younger. He used to love to shoot _ .
option1: ()
option2: crossbow",violin,memories
1038,3FHTJGYT8PELAFHDYFRFAYK9QKQPGC-1,Mastering the game of chess was easier for Brian than William because _ had an analytical mind.,Brian,William,1,"Mastering the game of chess was easier for Brian than () because _ had an analytical mind.
option1: Brian
option2: ()",William,Brian
1039,3U74KRR67MJAIASZI21UDU6VNGZTNH-2,The gerbil came over to Laura but not Monica because _ was holding a hockey stick.,Laura,Monica,2,"The gerbil came over to () but not Monica because _ was holding a hockey stick.
option1: ()
option2: Monica",Laura,The gerbil came over to (Jacob) but not Monica because he was holding a hockey stick.
1040,3U74KRR67MJAIASZI21UDU6VNGZTNH-1,The gerbil came over to Laura but not Monica because _ was holding a carrot stick.,Laura,Monica,1,"The gerbil came over to Laura but not () because _ was holding a carrot stick.
option1: Laura
option2: ()",Monica,the gerbil.
1041,3TLFH2L6Y9METO36WJ3AL63XCGH2TY-2,Kyle loved to camp in the wilderness but Justin preferred a nice hotel. _ booked a trip to New York City.,Kyle,Justin,2,"() loved to camp in the wilderness but Justin preferred a nice hotel. _ booked a trip to New York City.
option1: ()
option2: Justin",Kyle,Ian
1042,3TLFH2L6Y9METO36WJ3AL63XCGH2TY-1,Kyle loved to camp in the wilderness but Justin preferred a nice hotel. _ booked a trip to Yellowstone Park.,Kyle,Justin,1,"Kyle loved to camp in the wilderness but () preferred a nice hotel. _ booked a trip to Yellowstone Park.
option1: Kyle
option2: ()",Justin,Kyle
1043,302U8RURJ1F4PRVV7VD96AIPFFINV2-1,The _ car was a pleasure to drive but the red car was not as the blue car was very expensive.,blue,red,1,"The _ car was a pleasure to drive but the () car was not as the blue car was very expensive.
option1: blue
option2: ()",red,red
1044,302U8RURJ1F4PRVV7VD96AIPFFINV2-2,The blue car was a pleasure to drive but the _ car was not as the red car was very cheap.,blue,red,2,"The () car was a pleasure to drive but the _ car was not as the red car was very cheap.
option1: ()
option2: red",blue,The blue car was a pleasure to drive but the red car was not as the red car was very cheap.
1045,33W1NHWFYJZJTO5P5OOO0F1DSDWZTB-1,Samantha wanted to use a valet to park the car but Carrie did not because _ was generous with money.,Samantha,Carrie,1,"Samantha wanted to use a valet to park the car but () did not because _ was generous with money.
option1: Samantha
option2: ()",Carrie,the valet
1046,3087LXLJ6OUC8YHY6A67DCJPHDW0FV-1,"The trumpet part overpowered the reeds but could not be heard over the strings, as the _ were just too quiet .",reeds,strings,1,"The trumpet part overpowered the reeds but could not be heard over the (), as the _ were just too quiet .
option1: reeds
option2: ()",strings,brass
1047,33K3E8REWY9BQ9DM18P8CYPF5YKX8P-1,James forgot to put the food in the freezer so he had to eat the fruits the next day because the _ is rotting.,food,fruit,1,"James forgot to put the food in the freezer so he had to eat the ()s the next day because the _ is rotting.
option1: food
option2: ()",fruit,leftovers
1048,351S7I5UG9UG47WU68NQBOJMURENJ7-1,The patient took calcium to fix his broken bone but the _ was too weak.,bone,calcium,1,"The patient took () to fix his broken bone but the _ was too weak.
option1: bone
option2: ()",calcium,cast
1049,351S7I5UG9UG47WU68NQBOJMURENJ7-2,The patient took calcium to fix his broken bone but the _ was too strong.,bone,calcium,2,"The patient took calcium to fix his broken () but the _ was too strong.
option1: ()
option2: calcium",bone,bone
1050,3SR6AEG6W77TJP4P985G8PPM9ZRYHJ-2,"Emily has never struggled with blood clots like Victoria has, because _ lives a sedentary, gluttonous lifestyle.",Emily,Victoria,2,"() has never struggled with blood clots like Victoria has, because _ lives a sedentary, gluttonous lifestyle.
option1: ()
option2: Victoria",Emily,Ian
1051,3JMQI2OLFZ331LW2WC1F8QO9KRVDNW-1,"On the playground at school during recess, Monica called Emily a chicken because _ was capable of climbing the ladder.",Monica,Emily,1,"On the playground at school during recess, Monica called () a chicken because _ was capable of climbing the ladder.
option1: Monica
option2: ()",Emily,the classmate
1052,3JMQI2OLFZ331LW2WC1F8QO9KRVDNW-2,"On the playground at school during recess, Monica called Emily a chicken because _ was scared of climbing the ladder.",Monica,Emily,2,"On the playground at school during recess, () called Emily a chicken because _ was scared of climbing the ladder.
option1: ()
option2: Emily",Monica,Jacob
1053,38EHZ67RIO6FPCK06ZZNTUQFMBYGML-1,Hannah had to get a lawyer to help her understanding of the contract language because the _ the contract had was too complex.,language,understanding,1,"Hannah had to get a lawyer to help her () of the contract language because the _ the contract had was too complex.
option1: language
option2: ()",understanding,understand
1054,3SSN80MU8E2VLAFNAXMB23Y60RBXKR-2,"Mary loved to make baked potatoes, but Monica couldn't stand the smell; _ asked her to only make them when she was alone.",Mary,Monica,2,"() loved to make baked potatoes, but Monica couldn't stand the smell; _ asked her to only make them when she was alone.
option1: ()
option2: Monica",Mary,Paul
1055,3SSN80MU8E2VLAFNAXMB23Y60RBXKR-1,"Mary loved to make baked potatoes, but Monica couldn't stand the smell; _ only made them when she was alone.",Mary,Monica,1,"Mary loved to make baked potatoes, but () couldn't stand the smell; _ only made them when she was alone.
option1: Mary
option2: ()",Monica,someone
1056,3TY2U1TEB78KLH59RAVYIH25L6DJJ1-1,The fisherman wanted to put the rock in the pond but the _ was too small.,pond,rock,1,"The fisherman wanted to put the () in the pond but the _ was too small.
option1: pond
option2: ()",rock,fish
1057,3R5LWXWHR2MQJOJ4K61W4B6DUHTGXL-1,"Joe did a lot worse on the quiz last week than he did on the test today, because the _ was a surprise.",quiz,test,1,"Joe did a lot worse on the quiz last week than he did on the () today, because the _ was a surprise.
option1: quiz
option2: ()",test,today
1058,3ACRLU860NC6SIL5PH7QND608ZJEBD-2,Elena was asked by Jessica to put patches in the holes in her pants; _ gave her some she bought at the store.,Elena,Jessica,2,"() was asked by Jessica to put patches in the holes in her pants; _ gave her some she bought at the store.
option1: ()
option2: Jessica",Elena,Ian
1059,32CXT5U14G14FGKKC52L0T22H058UZ-1,Learning a new form of karate was difficult for Logan but not William because _ was not athletic.,Logan,William,1,"Learning a new form of karate was difficult for Logan but not () because _ was not athletic.
option1: Logan
option2: ()",William,someone else
1060,3IHWR4LC7FRE0EOR2MP79O2ZGB2I89-1,Brian wanted a horse but not Nick because _ raised cattle in their spare time.,Brian,Nick,1,"Brian wanted a horse but not () because _ raised cattle in their spare time.
option1: Brian
option2: ()",Nick,a horse / Brian
1061,324N5FAHSX9ONWBLQK9TMKDCQ77KVI-2,"Elena liked lizards more than Rachel did, so _ was appalled to receive a pet gecko for her birthday.",Elena,Rachel,2,"() liked lizards more than Rachel did, so _ was appalled to receive a pet gecko for her birthday.
option1: ()
option2: Rachel",Elena,David
1062,306W7JMRYYWPJHBECELQV3AESFY8BI-1,Logan preferred to snowboard while Kyle wanted to do biathlon so _ went up the hill.,Logan,Kyle,1,"Logan preferred to snowboard while () wanted to do biathlon so _ went up the hill.
option1: Logan
option2: ()",Kyle,Ian
1063,3QREJ3J435B0LGYYWEJNR93JT8GLKO-2,"She watered the rose but not the cactus, because the soil of the _ was already wet.",rose,cactus,2,"She watered the () but not the cactus, because the soil of the _ was already wet.
option1: ()
option2: cactus",rose,plant
1064,3QREJ3J435B0LGYYWEJNR93JT8GLKO-1,"She watered the rose but not the cactus, because the soil of the _ was already dry.",rose,cactus,1,"She watered the rose but not the (), because the soil of the _ was already dry.
option1: rose
option2: ()",cactus,other plants
1065,3Z3R5YC0P51DO7EP4CUHXNLVG8MTF1-1,"Nick did not like sauces made from tomato, only creamy sauces. Ryan knew this so he only made white sauce when _ came over.",Nick,Ryan,1,"Nick did not like sauces made from tomato, only creamy sauces. () knew this so he only made white sauce when _ came over.
option1: Nick
option2: ()",Ryan,Nick
1066,3FO95NVK5CYUI87CM9DLC9FJR7GSRG-2,The ingredients that I use are tastier than the available toppings because the _ are old.,ingredients,toppings,2,"The () that I use are tastier than the available toppings because the _ are old.
option1: ()
option2: toppings",ingredients,The fruits that I use are tastier than the available toppings because the toppings are old.
1067,3TC2K6WK9G0VV4BITLSFUA7AY5O82B-2,Rachel knew exactly how to treat the injured person's wound but not Emily because _ took a woodworking class in high school.,Rachel,Emily,2,"() knew exactly how to treat the injured person's wound but not Emily because _ took a woodworking class in high school.
option1: ()
option2: Emily",Rachel,Ian
1068,3I4E7AFQ2MDTT90LN2L2CLDN8DQJTC-2,"The dress could use either velcro or a zipper to close, the _ would last longer.",velcro,zipper,2,"The dress could use either () or a zipper to close, the _ would last longer.
option1: ()
option2: zipper",velcro,buttons
1069,3XU9MCX6VQQG7YPLCSAFDPQOIFSR21-2,The class was going on a bus on a field trip to a local museum. The _ had to close at 4.,bus,museum,2,"The class was going on a () on a field trip to a local museum. The _ had to close at 4.
option1: ()
option2: museum",bus,class
1070,3CVBMEMMXBEVAG9H213G3EHHHJ57H9-2,Kelly was embarrassed when his toga fell off at the party and people saw his underwear because the _ was too tight.,toga,underwear,2,"Kelly was embarrassed when his () fell off at the party and people saw his underwear because the _ was too tight.
option1: ()
option2: underwear",toga,pants
1071,3CVBMEMMXBEVAG9H213G3EHHHJ57H9-1,Kelly was embarrassed when his toga fell off at the party and people saw his underwear because the _ was too loose.,toga,underwear,1,"Kelly was embarrassed when his toga fell off at the party and people saw his () because the _ was too loose.
option1: toga
option2: ()",underwear,underwear
1072,3SV8KD29L4Q5WGGVRHYW7QQ8JYVZKG-2,Kayla was always thinner than Rachel because _ enjoyed eating brioche and butter every morning.,Kayla,Rachel,2,"() was always thinner than Rachel because _ enjoyed eating brioche and butter every morning.
option1: ()
option2: Rachel",Kayla,Ian
1073,3D3B8GE89456V5U5K9L5IHYMM7V9P5-2,Robert has no regret for punching Justin in the nose even though _ was the victim of injustice.,Robert,Justin,2,"() has no regret for punching Justin in the nose even though _ was the victim of injustice.
option1: ()
option2: Justin",Robert,"The first missing () in option1 is ""Ian"". The second missing () in option1 is ""Ian""."
1074,3D3B8GE89456V5U5K9L5IHYMM7V9P5-1,Robert has no regret for punching Justin in the nose because _ was the victim of injustice.,Robert,Justin,1,"Robert has no regret for punching () in the nose because _ was the victim of injustice.
option1: Robert
option2: ()",Justin,None
1075,3PMR2DOWOOZMB073Z140B5UHGTJ451-1,The dark circles under Erin's eyes were darker than Cynthia's due to _ being older.,Erin,Cynthia,1,"The dark circles under Erin's eyes were darker than ()'s due to _ being older.
option1: Erin
option2: ()",Cynthia,Erin
1076,3B286OTISGVOED1CH2ULHGNVLKSJA7-1,The cake got burnt under the heat applied to it. It appears the _ is too small.,cake,heat,1,"The cake got burnt under the () applied to it. It appears the _ is too small.
option1: cake
option2: ()",heat,heat
1077,3YZ7A3YHR77K7A8L90CI16YWOTHS5A-2,"Harper wanted to wear a cowboy hat and a bolero tie to her party, but the _ didn't fit her head.",tie,hat,2,"Harper wanted to wear a cowboy hat and a bolero () to her party, but the _ didn't fit her head.
option1: ()
option2: hat",tie,bolero
1078,3CRWSLD91K2ON02RAK0V65B8JDHMON-2,"Laura put fruit in their pie for Lindsey to eat, and _ ate half the pie after that one was done baking.",Laura,Lindsey,2,"() put fruit in their pie for Lindsey to eat, and _ ate half the pie after that one was done baking.
option1: ()
option2: Lindsey",Laura,"Someone
() brought their laptop to class and _ used it to take notes during the lecture.
option1: ()
option2:"
1079,3YLPJ8OXX8BVDJRD57NV3OL1E734XK-1,"I started a program for youth that worked better than the old system, because the _ is new.",program,system,1,"I started a program for youth that worked better than the old (), because the _ is new.
option1: program
option2: ()",system,program
1080,39O6Z4JLX2VU7WASP3OICELEMGMXVK-1,"William was very comfortable entering Kenneth 's personal domain any time, as _ was very self-assured.",William,Kenneth,1,"William was very comfortable entering () 's personal domain any time, as _ was very self-assured.
option1: William
option2: ()",Kenneth,"William was very comfortable entering () 's personal domain any time, as _ was very self-assured.
option1: William 
option2: himself"
1081,3ACRLU860PSLM7KC9FJQFBU8WMLBET-1,Tanya recently finished filling out a job application but not Megan because _ is currently unemployed.,Tanya,Megan,1,"Tanya recently finished filling out a job application but not () because _ is currently unemployed.
option1: Tanya
option2: ()",Megan,"""option1: Tanya"" 
""option2: looking for a job"""
1082,3ACRLU860PSLM7KC9FJQFBU8WMLBET-2,Tanya recently finished filling out a job application but not Megan because _ is currently working.,Tanya,Megan,2,"() recently finished filling out a job application but not Megan because _ is currently working.
option1: ()
option2: Megan",Tanya,I recently finished filling out a job application but not Megan because I am currently working.
1083,3H1C3QRA01HP2NDB3H3LYXCIQJJECI-2,Lawrence had lost a lot of weight on their diet but Hunter wasn't nearly as succesful. _ was now heavy.,Lawrence,Hunter,2,"() had lost a lot of weight on their diet but Hunter wasn't nearly as succesful. _ was now heavy.
option1: ()
option2: Hunter",Lawrence,Ian
1084,3BO3NEOQM2VSJ2H6ZK9L5F8U6Z2IAD-1,Lindsey did not know how to make a good impression for an interview with Tanya. _ was surprised when she did not get the job.,Lindsey,Tanya,1,"Lindsey did not know how to make a good impression for an interview with (). _ was surprised when she did not get the job.
option1: Lindsey
option2: ()",Tanya,the interviewer
1085,3BS6ERDL95LAOPPHHTRYYDQVIX66DJ-2,"Tanya wanted to audition for the show that Sarah was casting, so _ watched her routine very carefully.",Tanya,Sarah,2,"() wanted to audition for the show that Sarah was casting, so _ watched her routine very carefully.
option1: ()
option2: Sarah",Tanya,Ian
1086,302OLP89DZ5MCAWZNC1Z2EMR0LZCAS-2,"When it came to taking care of elderly people, Adam was suited for the job more than Brian because _ lived with younger people longer.",Adam,Brian,2,"When it came to taking care of elderly people, () was suited for the job more than Brian because _ lived with younger people longer.
option1: ()
option2: Brian",Adam,Karen
1087,3BKZLF990ZXR2T4L80GAP5TF7U1YQX-2,Felicia experienced a tummy ache while Tanya did not because _ had not eaten any food.,Felicia,Tanya,2,"() experienced a tummy ache while Tanya did not because _ had not eaten any food.
option1: ()
option2: Tanya",Felicia,Someone
1088,3PKVGQTFIHIREUJLLF5AUV3K3HVRYL-2,"Erin was self-conscious of her legs and Katrina didn't help by making fun of them, but _ went to the gym to try and help her.",Erin,Katrina,2,"() was self-conscious of her legs and Katrina didn't help by making fun of them, but _ went to the gym to try and help her.
option1: ()
option2: Katrina",Erin,She
1089,3FDWKV9VCPGYUULVQ4O4X9R5UDHMUG-2,"While shopping at the mall, Kevin asked Benjamin to help find a red shirt to wear because _ was great at clothing budgeting.",Kevin,Benjamin,2,"While shopping at the mall, () asked Benjamin to help find a red shirt to wear because _ was great at clothing budgeting.
option1: ()
option2: Benjamin",Kevin,Unknown
1090,33Q5P9PUSPKNDI47Z4HYJ7D0EN4ZCH-1,"As a parent, Catherine doesn't let her kids watch movies, but they can watch some TV shows. Catherine thinks the _ are too violent.",movies,TV shows,1,"As a parent, Catherine doesn't let her kids watch movies, but they can watch some (). Catherine thinks the _ are too violent.
option1: movies
option2: ()",TV shows,TV shows
1091,391JB9X4ZY65X9HCCS82ZOUZZ9RKMN-1,"Lindsey loves dogs and doesn't have one of her own. So when Amy visits with her dog, _ gives it treats and spoils it.",Lindsey,Amy,1,"Lindsey loves dogs and doesn't have one of her own. So when () visits with her dog, _ gives it treats and spoils it.
option1: Lindsey
option2: ()",Amy,Visitors
1092,3NQUW096N661AVG08JGY921UTSY9LU-2,the scanning tool could not get through the cervix because the _ was too big.,cervix,tool,2,"the scanning tool could not get through the () because the _ was too big.
option1: ()
option2: tool",cervix,object
1093,3NQUW096N661AVG08JGY921UTSY9LU-1,the scanning tool could not get through the cervix because the _ was too small.,cervix,tool,1,"the scanning () could not get through the cervix because the _ was too small.
option1: cervix
option2: ()",tool,scanning device
1094,3APP19WN71CY6K01ZLG6C05K2T36G6-1,Mary didn't know what the currency of Mexico was but Lindsey knew _ had never been to Mexico before.,Mary,Lindsey,1,"Mary didn't know what the currency of Mexico was but () knew _ had never been to Mexico before.
option1: Mary
option2: ()",Lindsey,"Some Possible answers:
- option1: Mary 
- option2: I"
1095,32TMVRKDGNW5YIQ5XZB3NP48IJ348M-1,"Megan sentenced Jennifer to probation for stealing from the grocery store, _ obeys the laws that are written.",Megan,Jennifer,1,"Megan sentenced () to probation for stealing from the grocery store, _ obeys the laws that are written.
option1: Megan
option2: ()",Jennifer,(probation officer)
1096,3QREJ3J433VLRRZRCG7NZBFAZ59KLV-1,"Mary thinks Sarah has beautiful skin, even though _ actually has the better complexion of the two.",Mary,Sarah,1,"Mary thinks () has beautiful skin, even though _ actually has the better complexion of the two.
option1: Mary
option2: ()",Sarah,Jennifer
1097,3TLFH2L6YB2TND2DGHFAD4R66V22TS-2,"Patricia loved the smell of Rachel's shampoo, so she asked where to buy it. _ gave her a bottle the next day.",Patricia,Rachel,2,"() loved the smell of Rachel's shampoo, so she asked where to buy it. _ gave her a bottle the next day.
option1: ()
option2: Rachel",Patricia,Ian
1098,34D9ZRXCYRS2JRLVKYRZHJQ9MPFASG-2,Donald had to drive Matthew to the doctor immediately because _ was feeling lightheaded and dizzy.,Donald,Matthew,2,"() had to drive Matthew to the doctor immediately because _ was feeling lightheaded and dizzy.
option1: ()
option2: Matthew",Donald,Irene
1099,3Q7TKIAPOVOS7ASO4XX0NW8S88IDLH-1,"The apartment Brett rented was owned by Jason, so _ sent the rent for the apartment each month.",Brett,Jason,1,"The apartment Brett rented was owned by (), so _ sent the rent for the apartment each month.
option1: Brett
option2: ()",Jason,the landlord
1100,3Q7TKIAPOVOS7ASO4XX0NW8S88IDLH-2,"The apartment Brett rented was owned by Jason, so _ received the rent for the apartment each month.",Brett,Jason,2,"The apartment () rented was owned by Jason, so _ received the rent for the apartment each month.
option1: ()
option2: Jason",Brett,"The apartment (they) rented was owned by Jason, so (he/she/they) received the rent for the apartment each month."
1101,3126F2F5FAHNQ1LMSK1RAVZYE29PES-2,"I don't want to use that iron on my new shirt, and, yes, it's because the _ is too expensive.",iron,shirt,2,"I don't want to use that () on my new shirt, and, yes, it's because the _ is too expensive.
option1: ()
option2: shirt",iron,stain
1102,3126F2F5FAHNQ1LMSK1RAVZYE29PES-1,"I don't want to use that iron on my new shirt, and, yes, it's because the _ is too cheap.",iron,shirt,1,"I don't want to use that iron on my new (), and, yes, it's because the _ is too cheap.
option1: iron
option2: ()",shirt,appliance
1103,3UQ1LLR26CMU93PCKN6YXV0MNZOLAE-2,The wound caused by the bullet needed more care than the one caused by the knife because the _ wound was superficial.,bullet,knife,2,"The wound caused by the () needed more care than the one caused by the knife because the _ wound was superficial.
option1: ()
option2: knife",bullet,animal
1104,3JMQI2OLF1JIVAV9GADF0OCHD3IDNJ-2,"Kyle was in a lot of pain after running the marathon in place of Brian, but _ appreciated the support of his cause.",Kyle,Brian,2,"() was in a lot of pain after running the marathon in place of Brian, but _ appreciated the support of his cause.
option1: ()
option2: Brian",Kyle,Ian
1105,3R0WOCG21M7GWBGBTDD1MLG3X8PDU0-1,Amy asked Maria how to make homemade candles to give as gifts. _ knew she had a lot of experience making them.,Amy,Maria,1,"Amy asked () how to make homemade candles to give as gifts. _ knew she had a lot of experience making them.
option1: Amy
option2: ()",Maria,Ian
1106,34KYK9TV2R6721QNQCRVCUAF45RBSZ-1,Patricia liked to lie around in a hammock all day but Megan did not because _ was very sedentary.,Patricia,Megan,1,"Patricia liked to lie around in a hammock all day but () did not because _ was very sedentary.
option1: Patricia
option2: ()",Megan,someone
1107,3XU80RHWHZE4FH33LWLQ6DO3LGG44V-2,Hank was eating cereal and spilt milk on his hot pants and decided to get his pleated pants. He needed to change into new leggings because the _ are clean.,hot pants,pleated pants,2,"Hank was eating cereal and spilt milk on his () and decided to get his pleated pants. He needed to change into new leggings because the _ are clean.
option1: ()
option2: pleated pants",hot pants,shirt
1108,37Y5RYYI0RJT9TSVF6VDTPPGHOLSX6-1,Sara's cat got fleas so she bought a treatment and put it on the cat's neck. The cat was unhappy and tried to lick it off the _ .,neck,treatment,1,"Sara's cat got fleas so she bought a () and put it on the cat's neck. The cat was unhappy and tried to lick it off the _ .
option1: neck
option2: ()",treatment,flea collar
1109,39RRBHZ0AWFY6G9EAJO31XPYPYWVZ7-2,Derrick always wanted to wash when they woke up but Benjamin rarely bothered. _ was a very dirty person.,Derrick,Benjamin,2,"() always wanted to wash when they woke up but Benjamin rarely bothered. _ was a very dirty person.
option1: ()
option2: Benjamin",Derrick,Ian
1110,39RRBHZ0AWFY6G9EAJO31XPYPYWVZ7-1,Derrick always wanted to wash when they woke up but Benjamin rarely bothered. _ was a very clean person.,Derrick,Benjamin,1,"Derrick always wanted to wash when they woke up but () rarely bothered. _ was a very clean person.
option1: Derrick
option2: ()",Benjamin,Derrick always wanted to wash when they woke up but (someone) rarely bothered. He was a very clean person.
1111,3V7ICJJAZAEO0GOC0BVDERU9QPO4BL-2,"Natalie is a forest ranger, Jessica is a cook therefore _ probably can't tell you how to plant your pine tree.",Natalie,Jessica,2,"() is a forest ranger, Jessica is a cook therefore _ probably can't tell you how to plant your pine tree.
option1: ()
option2: Jessica",Natalie,Ian
1112,3NSCTNUR2ZL1DPNK82ERO8GHDMF5AK-2,Justin brought a a saw and hammer to prepare making a cupboard for Benjamin because _ is his employer.,Justin,Benjamin,2,"() brought a a saw and hammer to prepare making a cupboard for Benjamin because _ is his employer.
option1: ()
option2: Benjamin",Justin,Ian
